first_air_date,id,name,origin_country,original_language,overview,poster_path,vote_average,genre_1,genre_2
1985-01-11,2209,Dempsey and Makepeace,['GB'],en,"Dempsey and Makepeace is a British television crime drama made by London Weekend Television for ITV, created and produced by Ranald Graham. The leading roles were played by Michael Brandon and Glynis Barber, who later married each other on 18 November 1989.

The series combined elements of previous series such as the mis-matching of British and American crime-fighters from different classes as seen in The Persuaders! and the action of The Professionals.",https://image.tmdb.org/t/p/original/uyfaW5hbsEg4bWgcgVUo4CjwZT.jpg,6.3,10759,18
2011-01-09,34307,Shameless,['US'],en,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",https://image.tmdb.org/t/p/original/9akij7PqZ1g6zl42DQQTtL9CTSb.jpg,8.2,18,35
2020-04-05,98034,Digimon Adventure:,['JP'],ja,"The new anime will take place in 2020 and will feature an all-new story centering on Taichi Yagami when he is in his fifth year in elementary school. His partner is Agumon. The story begins in Tokyo when a large-scale network malfunction occurs. Taichi is preparing for his weekend summer camping trip when the incident happens. Taichi's mother and his younger sister Hikari get stuck on a train that won't stop moving, and Taichi heads to Shibuya in order to help them. However, on his way there, he encounters a strange phenomenon and sweeps him up into the Digital World along with the other DigiDestined.",https://image.tmdb.org/t/p/original/7Qspx2eFX0uBSQLLlAKnYrjZgse.jpg,7.5,16,10765
2015-09-05,63181,Marvel's Guardians of the Galaxy,['US'],en,"Peter Quill is Star-Lord, the brash adventurer who, to save the universe from its greatest threats, joins forces with a quartet of disparate misfits — fan-favorite Rocket Raccoon, a tree-like humanoid named Groot, the enigmatic, expert fighter Gamora and the rough edged warrior Drax the Destroyer.",https://image.tmdb.org/t/p/original/oXwe3wVhdvvxiixL9UJf6PgBybZ.jpg,7.1,10759,16
1979-09-23,4277,Archie Bunker's Place,['US'],en,"Archie Bunker's Place is an American sitcom originally broadcast on the CBS network, conceived in 1979 as a spin-off and continuation of All in the Family. While not as popular as its predecessor, the show maintained a large enough audience to last for four seasons, until its cancellation in 1983. In its first season, the show performed so well that it knocked Mork & Mindy out of its new Sunday night time slot.",https://image.tmdb.org/t/p/original/kjNp6j9XIfUtNrIJWOC9uzfvZN4.jpg,6.6,35,
2001-09-30,4601,Law & Order: Criminal Intent,['US'],en,The third installment of the “Law & Order” franchise takes viewers deep into the minds of its criminals while following the intense psychological approaches the Major Case Squad uses to solve its crimes.,https://image.tmdb.org/t/p/original/mwynkwd6jql0qamRW6i5Dv6aZ4k.jpg,7.6,18,
2008-11-01,7704,Legend of the Seeker,['US'],en,"The adventures of woodsman Richard Cypher, who discovers that he was born to fulfill a prophecy of becoming a guardian hero to oppressed people. With the help of a mysterious woman named Kahlan and a wise old wizard named Zedd, he must stop a ruthless and bloodthirsty tyrant from unleashing an ancient evil and enslaving the world.",https://image.tmdb.org/t/p/original/ibclBUwEjsvfi8hpdO2i9jdOMUI.jpg,7.4,10765,10759
2011-03-29,32708,Body of Proof,['US'],en,"Dr. Megan Hunt was in a class of her own, a brilliant neurosurgeon at the top of her game. But her world is turned upside down when a devastating car accident puts an end to her time in the operating room. Megan resumes her career as a medical examiner, determined to solve the puzzle of who or what killed the victims.",https://image.tmdb.org/t/p/original/nZaJymzkQeJPsqv3vm7Ok7iRenr.jpg,6.9,18,80
2023-12-19,240946,Colorful na Everyday,['JP'],ja,"The story depicts Mumei's childhood memories and daily life, such as ""if a stupid grade school student got a manicure at school…,"" ""the story of when my first armpit hair sprouted,"" and ""a Filipino mom whacking a melonpan bun like a baseball.""",https://image.tmdb.org/t/p/original/w3pbWQMhRelkGpBpNC18CkQZ2Tf.jpg,,16,35
1991-08-18,384,Doug,['US'],en,"Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.",https://image.tmdb.org/t/p/original/fEzGDVHsUlOhU59EKSePobldyIf.jpg,7.2,16,35
1975-01-18,1964,The Jeffersons,['US'],en,"Sitcom following a successful African-American couple, George and Louise “Weezyö Jefferson as they “move on up” from working-class Queens to a ritzy Manhattan apartment. A spin-off of All in the Family.",https://image.tmdb.org/t/p/original/iFjIaWr9qDKMLnnh8tHwO6Tzp6D.jpg,7.4,35,10751
1986-03-03,2093,Matlock,['US'],en,"Matlock is an American television legal drama, starring Andy Griffith in the title role of criminal defense attorney Ben Matlock. The show, produced by The Fred Silverman Company, Dean Hargrove Productions, Viacom Productions and Paramount Television originally aired from September 23, 1986 to May 8, 1992 on NBC; and from November 5, 1992 until May 7, 1995 on ABC.

The show's format is similar to that of CBS's Perry Mason, with Matlock identifying the perpetrators and then confronting them in dramatic courtroom scenes. One difference, however, was that whereas Mason usually exculpated his clients at a pretrial hearing, Matlock usually secured an acquittal at trial, from the jury.",https://image.tmdb.org/t/p/original/2eGYyekQjcAXVmcYW1g4keR4plV.jpg,7.3,80,18
1988-10-04,1181,American Experience,['US'],en,TV's most-watched history series brings to life the compelling stories from our past that inform our understanding of the world today.,https://image.tmdb.org/t/p/original/lEnbc7LXmutB4am7XovZDPd5esT.jpg,7.7,99,
1994-10-29,2429,Aaahh!!! Real Monsters,['US'],en,"Three young monsters — Ickis, Oblina and Krumm — attends an institute for monsters under a city dump and learn to frighten humans.",https://image.tmdb.org/t/p/original/zsNUtXQdLiqxlex0usKopmjrxGY.jpg,7.8,16,35
1999-10-16,45952,Hunter × Hunter,['JP'],ja,"Gon Freecss discovers that the father he had always been told was dead was actually alive the whole time. Ging is a famous Hunter: an individual who has proven themself an elite member of humanity. Gon becomes determined to follow in his father's footsteps, pass the rigorous Hunter Examination.",https://image.tmdb.org/t/p/original/eobAuhCJA8oRp814V67WhezVXtQ.jpg,8.5,10765,10759
1948-11-07,4259,Studio One,['US'],en,"An American radio–television anthology series, created in 1947 by Canadian director Fletcher Markle, who came to CBS from the CBC. Studio One, presented by Westinghouse, was one of the first of the anthology TV programs. The episodes were often abridged remakes of movies from years gone by and many future well-known television and movie actors appeared in the productions.",https://image.tmdb.org/t/p/original/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,4.2,18,
1997-09-13,4568,Pepper Ann,['US'],en,"The quirky adventures of Pepper Ann, a 12-year-old girl trying to get through life with her family and friends.",https://image.tmdb.org/t/p/original/605jNVI63jueuJTKg032F7U7xEj.jpg,6.3,16,35
2000-05-31,14658,Survivor,['US'],en,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",https://image.tmdb.org/t/p/original/k2mLNjLFrmMXdXq4d5pn8qRd3bU.jpg,7.4,10764,
2002-09-17,4241,8 Simple Rules... for Dating My Teenage Daughter,['US'],en,"8 Simple Rules is an American sitcom television series originally starring John Ritter and Katey Sagal as middle-class parents Paul and Cate Hennessy, raising their three children. Kaley Cuoco, Amy Davidson and Martin Spanjers co-starred as their teenage kids: Bridget, Kerry and Rory Hennessy. The series ran on ABC from September 17, 2002, to April 15, 2005. The first season focused on Paul being left in charge of the children after Cate takes a full-time job as a nurse, with comedic emphasis on his often strict rules concerning his daughters and dating. The series' name and premise were derived from the book 8 Simple Rules by W. Bruce Cameron.",https://image.tmdb.org/t/p/original/81bJijYZedZ4TSm34rYmW9gEDvN.jpg,6.7,35,18
2007-04-07,36210,Blue Dragon,['JP'],ja,"A terrible and mysterious enemy attacks the small village of Shu and his friend Kluke. The great warrior Zola, followed by Jiro, will help them discover the ability to evoke shadows.",https://image.tmdb.org/t/p/original/kz1WUNjTUnjQCYvvpn4Jx0ZV22A.jpg,7.8,16,10759
1982-09-26,2384,Knight Rider,['US'],en,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",https://image.tmdb.org/t/p/original/t57NXzTrwp5rnPXiaX4BThrDxt1.jpg,7.5,10759,18
1994-09-22,1527,Due South,['CA'],en,"Constable Benton Fraser, an officer of the Royal Canadian Mounted Police, is attached to the Canadian consulate but works with Chicago Police Department to solve crimes.",https://image.tmdb.org/t/p/original/6VhCmn2YPhFyK2SjMb5Px9shxD4.jpg,7.6,18,80
2006-08-28,1346,Wow! Wow! Wubbzy!,['US'],en,"Wow! Wow! Wubbzy! is an American educational animated children's television show created by Bob Boyle. The series is animated in Toon Boom and Adobe Flash software, produced by Bolder Media, and Starz Media. Bob Boyle, Susan Miller, Mark Warner, and Fred Seibert-Warner are the executive producers. The pop rock music is performed by Brad Mossman, and the musical score is composed and conducted by Mike Reagan. The series premiered on August 28, 2006 in the United States on Nick Jr. The second and final season debuted on September 1, 2008 on Nickelodeon's Nick Jr. in the United States.",https://image.tmdb.org/t/p/original/hrIWpaPdxwTXTov6WIu5KZPKfcc.jpg,8.1,16,10765
2016-11-04,65494,The Crown,"['GB', 'US']",en,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",https://image.tmdb.org/t/p/original/1DDE0Z2Y805rqfkEjPbZsMLyPwa.jpg,8.2,18,
1960-09-30,1996,The Flintstones,"['US', 'NL']",en,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",https://image.tmdb.org/t/p/original/30P6ifagQ3fguTsI33KMmDLTAx6.jpg,7.4,10751,16
1993-08-29,4270,Living Single,['US'],en,"Living Single is an American television sitcom that aired for five seasons on the Fox network from August 22, 1993, to January 1, 1998. The show centered on the lives of six friends who share personal and professional experiences while living in a Brooklyn brownstone.

Throughout its run, Living Single became one of the most popular African-American sitcoms of its era, ranking among the top five in African-American ratings in all five seasons. The series was produced by Yvette Lee Bowser's company, Sister Lee, in association with Warner Bros. Television. In contrast to the popularity of NBC's ""Must See TV"" on Thursday nights in the 1990s, many African American and Latino viewers flocked to Fox's Thursday night line-up of Martin, Living Single, and New York Undercover. In fact, these were the three highest-rated series among black households for the 1996–1997 season.",https://image.tmdb.org/t/p/original/mgttYgspalxaLVrjJ9rxzDG9owO.jpg,8.3,35,
