id,original_language,overview,poster_path,release_date,title,vote_average,genre_1,genre_2
848326,en,"When a peaceful colony on the edge of the galaxy finds itself threatened by the armies of the tyrannical Regent Balisarius, they dispatch Kora, a young woman with a mysterious past, to seek out warriors from neighboring planets to help them take a stand.",https://image.tmdb.org/t/p/original/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,2023-12-15,Rebel Moon - Part One: A Child of Fire,6.4,878,
695721,en,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",https://image.tmdb.org/t/p/original/mBaXZ95R2OxueZhvQbcEWy2DqyO.jpg,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,7.2,18,878
572802,en,"Black Manta, still driven by the need to avenge his father's death and wielding the power of the mythic Black Trident, will stop at nothing to take Aquaman down once and for all. To defeat him, Aquaman must turn to his imprisoned brother Orm, the former King of Atlantis, to forge an unlikely alliance in order to save the world from irreversible destruction.",https://image.tmdb.org/t/p/original/8xV47NDrjdZDpkVcCFqkdHa3T0C.jpg,2023-12-20,Aquaman and the Lost Kingdom,6.5,28,12
1029575,en,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",https://image.tmdb.org/t/p/original/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,2023-12-14,The Family Plan,7.4,28,35
891699,en,"A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice, he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death.",https://image.tmdb.org/t/p/original/tlcuhdNMKNGEVpGqBZrAaOOf1A6.jpg,2023-11-30,Silent Night,5.9,28,80
787699,en,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",https://image.tmdb.org/t/p/original/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,7.2,35,10751
1071215,en,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",https://image.tmdb.org/t/p/original/f5f3TEVst1nHHyqgn7Z3tlwnBIH.jpg,2023-11-16,Thanksgiving,6.7,27,9648
930564,en,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",https://image.tmdb.org/t/p/original/qjhahNLSZ705B5JP92YMEYPocPz.jpg,2023-11-16,Saltburn,7.1,18,35
872585,en,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,https://image.tmdb.org/t/p/original/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,8.1,18,36
934194,en,"In a remote Arctic community, a group of Inuit girls fight off an alien invasion, all while trying to make it to the coolest party in town.",https://image.tmdb.org/t/p/original/fmmRFQtsRrNOpmcfoxVIyE1LxxT.jpg,2022-06-24,Slash/Back,6.7,878,28
897087,en,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",https://image.tmdb.org/t/p/original/7Bd4EUOqQDKZXA6Od5gkfzRNb0.jpg,2023-10-05,Freelance,6.5,28,35
466420,en,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",https://image.tmdb.org/t/p/original/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,2023-10-18,Killers of the Flower Moon,7.6,80,18
956920,no,An American family fulfills their dream of moving back to their roots after inheriting a remote cabin in the mountains of Norway. But there's a surprise waiting for them.,https://image.tmdb.org/t/p/original/axrzMJR5VPWYNiW9ArENiMEPTjr.jpg,2023-11-02,There's Something in the Barn,6.8,35,27
670292,en,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",https://image.tmdb.org/t/p/original/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg,2023-09-27,The Creator,7.2,28,12
385687,en,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",https://image.tmdb.org/t/p/original/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,Fast X,7.2,28,80
520758,en,A band of fearless chickens flock together to save poultry-kind from an unsettling new threat: a nearby farm that's cooking up something suspicious.,https://image.tmdb.org/t/p/original/exNtEY8QUuQh9e23wSQjkPxKIU3.jpg,2023-12-08,Chicken Run: Dawn of the Nugget,7.4,16,12
901362,en,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",https://image.tmdb.org/t/p/original/bkpPTZUdq31UGDovmszsg2CchiI.jpg,2023-10-12,Trolls Band Together,7.2,16,10751
507089,en,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",https://image.tmdb.org/t/p/original/7BpNtNfxuocYEVREzVMO75hso1l.jpg,2023-10-25,Five Nights at Freddy's,7.8,27,9648
798141,en,"Without warning, millions of mysterious alien “doors” suddenly appear around the globe. In a rush to determine the reason for their arrival, mankind must work together to understand the purpose of these cosmic anomalies.",https://image.tmdb.org/t/p/original/pGPUXyhQTOqskKdDOD3Fmicqfc0.jpg,2021-03-23,Doors,5.0,878,
920081,en,"On a trip to Colombia, a group of college students encounter a fifty-foot boa constrictor, hungry for blood.",https://image.tmdb.org/t/p/original/sAnAMv3eyQiGI1z2k8NsvH0Y6r5.jpg,2021-11-26,Megaboa,6.5,28,27
1075794,en,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",https://image.tmdb.org/t/p/original/pD6sL4vntUOXHmuvJPPZAgvyfd9.jpg,2023-11-17,Leo,7.6,16,35
346698,en,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",https://image.tmdb.org/t/p/original/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19,Barbie,7.2,35,12
299054,en,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",https://image.tmdb.org/t/p/original/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,2023-09-15,Expend4bles,6.4,28,12
726209,en,A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices—and two strangers appear at their door.,https://image.tmdb.org/t/p/original/5o0zzKBRHE9to6g9tYweP54WJa2.jpg,2023-11-22,Leave the World Behind,6.5,18,9648
360920,en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,https://image.tmdb.org/t/p/original/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,2018-11-08,The Grinch,6.8,16,10751
667538,en,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",https://image.tmdb.org/t/p/original/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,2023-06-06,Transformers: Rise of the Beasts,7.4,28,12
940551,en,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",https://image.tmdb.org/t/p/original/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,Migration,7.3,16,35
1131755,en,A nurse taking care of her daughter's mysterious affliction struggles to hide her secrets when uninvited strangers take shelter in her house during a lethal blizzard.,https://image.tmdb.org/t/p/original/ikQG3byEFyfwcnF0zmyNtXTmr5v.jpg,2023-12-08,A Creature Was Stirring,4.4,27,
502356,en,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",https://image.tmdb.org/t/p/original/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05,The Super Mario Bros. Movie,7.7,16,10751
575264,en,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",https://image.tmdb.org/t/p/original/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08,Mission: Impossible - Dead Reckoning Part One,7.6,28,53
8871,en,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,https://image.tmdb.org/t/p/original/AmUs3hximCKa90sHuIRr5Bz8ci5.jpg,2000-11-17,How the Grinch Stole Christmas,6.8,10751,35
755401,en,"After a high school senior working on his pilot’s license rescues a dog named Oreo, he finds out his mom is a CIA agent who’s been captured. He teams up with Oreo and a new friend to find his mother and uncover double agents inside the CIA.",https://image.tmdb.org/t/p/original/5M3bY1rl9QIQSmrAGPEt9qutj64.jpg,2020-10-20,Skydog,7.3,28,18
951546,en,"When the world is gripped by a plague unleashed by the evil lord Chaos, and humans are turned into rabid creatures, mankind can only be saved by three young women, descendants of a Goddess, with the power to stop Chaos' evil.",https://image.tmdb.org/t/p/original/nTMmpvR9TyV631tpFr4FtYxG0FC.jpg,2022-04-12,Reign of Chaos,6.0,28,27
1022796,en,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",https://image.tmdb.org/t/p/original/8QtDhh8mnGUEyrJsaeb3kYgDRaA.jpg,2023-11-13,Wish,6.5,16,10751
634649,en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",https://image.tmdb.org/t/p/original/5weKu49pzJCt06OPpjvT80efnQj.jpg,2021-12-15,Spider-Man: No Way Home,8.0,28,12
615656,en,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,https://image.tmdb.org/t/p/original/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg,2023-08-02,Meg 2: The Trench,6.7,28,878
940721,ja,"In postwar Japan, a new terror rises. Will the devastated people be able to survive... let alone fight back?",https://image.tmdb.org/t/p/original/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,2023-11-03,Godzilla Minus One,8.1,878,27
976573,en,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",https://image.tmdb.org/t/p/original/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,2023-06-14,Elemental,7.7,16,35
982932,en,A former Marine and his old war buddy face off against the Mexican cartel behind the disappearance of his daughter.,https://image.tmdb.org/t/p/original/gsRDrAML7hJC8ZCgRQobHIrzbxR.jpg,2023-07-28,Shrapnel,6.0,28,53
76600,en,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",https://image.tmdb.org/t/p/original/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,7.6,878,12
297802,en,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.",https://image.tmdb.org/t/p/original/xLPffWMhMj1l50ND3KchMjYoKmE.jpg,2018-12-07,Aquaman,6.9,28,12
1143183,tl,"Mary (Marian Rivera) loves John (Dingdong Dantes) for as long as she can remember. But after years of marriage, John's priorities shift, leading to a strained relationship with Mary, which causes a tragic accident that takes away Mary's life. Until one day, John gets an extraordinary proposition - to rewind time and save the life of the woman he loves.",https://image.tmdb.org/t/p/original/vW80VheMJhHsj0pDVYJL3qAMWMd.jpg,2023-12-25,Rewind,,18,10749
569094,en,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",https://image.tmdb.org/t/p/original/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,Spider-Man: Across the Spider-Verse,8.4,16,28
1189927,es,,https://image.tmdb.org/t/p/original/nFjcIyURaXrU4WWRN7obbipFQGy.jpg,2023-10-12,El duelo,8.5,28,35
566810,en,"To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.",https://image.tmdb.org/t/p/original/o7StI2iR8yY1N67meSkNcXfojyD.jpg,2018-11-26,The Dark Kingdom,5.6,14,12
926393,en,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",https://image.tmdb.org/t/p/original/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,7.4,28,53
678512,en,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",https://image.tmdb.org/t/p/original/qA5kPYZA7FkVvqcEfJRoOy4kpHg.jpg,2023-07-03,Sound of Freedom,8.1,28,18
517929,en,"A group of friends seal themselves inside a secluded Cape Cod vacation home after a mysterious orange fog leaks from an old nearby factory. Once trapped, they quickly learn there is no escape.",https://image.tmdb.org/t/p/original/isewxmxthIUrmPpGHQQlIuOid3s.jpg,2023-10-20,Fog City,3.0,27,53
983507,no,"Christian - a millionaire heir, meets Sigrid - a young student, on a dating app. They hit it off quickly, but there's only one problem: Christian lives with Frank, a man who dresses up and constantly acts like a dog.",https://image.tmdb.org/t/p/original/9DPG1gxLwV2oyFdHq3SnISsWbse.jpg,2022-06-03,Good Boy,6.6,27,53
603692,en,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",https://image.tmdb.org/t/p/original/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,7.8,28,53
995906,en,"A group of young adults are sent to a faraway planet to compete in the prestigious Sol Invictus games. When disaster strikes and the teams are stranded without equipment or communication, they must work together to survive long enough to be rescued.",https://image.tmdb.org/t/p/original/8aoIMYZUu8DRrJFkDvz13rehSFL.jpg,2022-07-04,Galaxy Games,5.7,14,
609681,en,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",https://image.tmdb.org/t/p/original/Ag3D9qXjhJ2FUkrlJ0Cv1pgxqYQ.jpg,2023-11-08,The Marvels,6.5,878,12
479753,en,A stolen seismic weapon is activated in Yemen. A hostage freed there tries in vain to warn against its global effect. It starts seismic activity at the Californian fault line where her daughter and ex are monitoring it. Can they stop it?,https://image.tmdb.org/t/p/original/sBD608VF4TcFHmP7SuC0OcvZQ0b.jpg,2017-09-02,Shockwave: Countdown to Disaster,5.7,28,878
656156,ko,"After 10 years of incarceration on behalf of his employer, all Su-hyuk wants is a normal life - one he hopes will include his former girlfriend, Min-seo, and their daughter, In-bi. But once you've penetrated the upper echelons of the underworld, normal can prove hard to come by. Sometime in the past decade, meanwhile, Su-hyuk's employer has adopted an air of legitimacy. These days, the old gang steal and murder in the name of urban development. And they want the reluctant Su-hyuk on board.",https://image.tmdb.org/t/p/original/ePwZs1oOh4pg8UZP8DuVZZeIn89.jpg,2023-08-15,A Man of Reason,6.5,28,53
315162,en,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",https://image.tmdb.org/t/p/original/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,Puss in Boots: The Last Wish,8.3,12,14
857879,en,UFO investigators find themselves fighting for survival as alien monsters hunt them on the slopes of Mount Adams.,https://image.tmdb.org/t/p/original/nddTKKAu6z771duaxr1D32pHZ8j.jpg,2021-07-21,Mount Adams,6.5,28,12
287903,en,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",https://image.tmdb.org/t/p/original/sAolMRD9rFSTU7tssfFuLEJJa7w.jpg,2015-11-26,Krampus,6.2,27,35
1062482,en,American war veteran Will Spalding has tracked the sadistic Nazi Colonel who executed his bomber crew during WWII to a remote location in South America. But he is in for more than he bargained for when he uncovers a secret Nazi headquarters known as the Condor's Nest.,https://image.tmdb.org/t/p/original/aBAsCMzsbGlFtQFqeWsKWM6hvOE.jpg,2023-01-27,Condor's Nest,5.4,28,10752
844069,ko,"In 1990, at a secluded community center, the custodian murders all the guest lodgers and kills himself. Ever since, on every Old Year's Night, paranormal events begin to take place within the building. Eventually, the center is shut down and left abandoned for years. A renowned paranormal investigator who had lost his mother during an exorcism and three college students who heard about the rumor of the unexplained phenomena heads over to the building, resolved to uncover the buried secret.",https://image.tmdb.org/t/p/original/e1cZ4LaYv1M1RThyUh1sVi21Loe.jpg,2021-08-25,Guimoon: The Lightless Door,6.7,27,53
980489,en,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,https://image.tmdb.org/t/p/original/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,2023-08-09,Gran Turismo,8.0,12,28
1019836,en,"It's Christmas Eve and Tori just wants to get drunk and party, but when a robotic Santa Claus at a nearby toy store goes haywire and begins a rampant killing spree through her small town, she's forced into a battle for survival.",https://image.tmdb.org/t/p/original/97PaQ7r4H3y0x9RTXusfedmzf86.jpg,2022-10-05,Christmas Bloody Christmas,5.6,27,
1146225,en,"When a young couple vacations on an exotic island, they encounter a dangerous fugitive who is determined to keep them from leaving.",https://image.tmdb.org/t/p/original/3UCTls0hVKMCwWtkTmwKcCOzlgu.jpg,2023-07-08,Escaping Paradise,4.7,53,28
968051,en,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",https://image.tmdb.org/t/p/original/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,2023-09-06,The Nun II,6.9,27,9648
504148,en,Top special agent Lucinda Kavsky works for a secret part of the CIA. She's given a special assignment but then set up by her own agency.,https://image.tmdb.org/t/p/original/AvMoan3rxCDZpNf59BmAP2G8q5x.jpg,2021-01-28,The Serpent,3.8,28,
1010581,es,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",https://image.tmdb.org/t/p/original/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,8.1,18,10749
565770,en,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",https://image.tmdb.org/t/p/original/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,2023-08-16,Blue Beetle,6.9,28,878
844416,en,"Set in the dark landscape of the Mississippi Delta, where a former bare-knuckle fighter must win one last fight to pay off his debts to the local mob boss and save his childhood home—the stakes nothing less than life or death.",https://image.tmdb.org/t/p/original/19UbYIT9WEQS5qSD3BREDxVXk8g.jpg,2023-11-03,Rumble Through the Dark,6.6,53,28
1033667,zh,"Aspiring to become a parkour influencer, a gifted young man from an exorcist family gets caught up in a swirl of spooky events at an eerie hotel.",https://image.tmdb.org/t/p/original/ocb5sGHk00Kw30qxdNJGfqvKWnl.jpg,2023-08-25,The Rope Curse 3,4.8,27,
298618,en,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",https://image.tmdb.org/t/p/original/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,2023-06-13,The Flash,6.8,28,12
951491,en,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",https://image.tmdb.org/t/p/original/aQPeznSu7XDTrrdCtT5eLiu52Yu.jpg,2023-09-26,Saw X,7.4,27,53
893723,en,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",https://image.tmdb.org/t/p/original/aTvePCU7exLepwg5hWySjwxojQK.jpg,2023-09-21,PAW Patrol: The Mighty Movie,6.9,16,10751
772,en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",https://image.tmdb.org/t/p/original/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,1992-11-19,Home Alone 2: Lost in New York,6.7,35,10751
762430,en,"When a mysterious caller puts a bomb under his car seat, Matt Turner begins a high-speed chase across the city to complete a specific series of tasks- all with his kids trapped in the back seat.",https://image.tmdb.org/t/p/original/oUmmY7QWWn7OhKlcPOnirHJpP1F.jpg,2023-08-23,Retribution,6.9,28,53
335977,en,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",https://image.tmdb.org/t/p/original/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg,2023-06-28,Indiana Jones and the Dial of Destiny,6.7,12,28
1060090,en,"A group of righteous assassins called The Collective take aim at a highly sophisticated human trafficking ring backed by a network of untouchable billionaires. With their backs against the wall, The Collective has no choice but to put their most important mission in the hands of rookie assassin, Sam Alexander.",https://image.tmdb.org/t/p/original/Ah9H6Sj434nJiZpTPQrovHaEePV.jpg,2023-08-04,The Collective,5.9,28,53
549945,nl,"“Keep it clean!” – The new president is serious about that, including looks. When Paul, whose large jug ears are quite apparent on class photo day, and some of the other “ugly” kids are taken on a surprise trip, they realize that the president wants to hide them away. On the run, Paul is helped by Sara, one of the “pretty” kids. They start an underground club to fight against the president. The movement soon turns into a revolution. The kids show the world that even children can rise up – and that you don’t have to be “pretty” to be a hero!",https://image.tmdb.org/t/p/original/wDEXvrSrfJxy1MJFeezrYb5fSv7.jpg,2019-10-09,The Club of Ugly Children,6.6,28,12
958182,es,"Luis, an 18-year-old boy with Indigenous roots, enters the Heroic Military College in hopes of ensuring a better future. There, he encounters a rigid and institutionally violent system designed to turn him into a perfect soldier.",https://image.tmdb.org/t/p/original/tRD18JW9iKqmwkQKvzPYDQetRoI.jpg,2023-09-21,Heroic,7.6,18,53
960481,mn,"Princess Khotulun is the daughter of Haidu Khan of the Ugudei dynasty. The film tells the story of Princess Khotulun, the son of Kublai Khan, known in Western and Eastern history as a wrestling princess, and her struggle to reclaim her Golden Sutra.",https://image.tmdb.org/t/p/original/dhD4QNmZwfh88y4Dm5XsX7dWFVf.jpg,2021-12-03,Princess Khutulun,7.1,36,28
753342,en,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",https://image.tmdb.org/t/p/original/jE5o7y9K6pZtWNNMEw3IdpHuncR.jpg,2023-11-22,Napoleon,6.4,18,36
598413,en,"An extreme sportsman's life forever changes upon departing his simple Texas roots to compete in the world's most prestigious Kiteboarding Championship. Along the way, an edgy street-smart girl challenges him well beyond just kiting.",https://image.tmdb.org/t/p/original/iSrsifEI49pfyewDJtGcQpFZ11W.jpg,2021-05-11,Send It!,5.9,28,12
13248,en,"In this adaptation of Charles Dickens' A Christmas Carol, Daffy Duck is the greedy proprietor of the Lucky Duck Mega-Mart and all he can think about is the money to be made during the holiday season.",https://image.tmdb.org/t/p/original/f568JOtSlQoevRIDBKK3YIkHbvd.jpg,2006-11-14,"Bah, Humduck!: A Looney Tunes Christmas",7.2,16,35
1008042,en,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",https://image.tmdb.org/t/p/original/kdPMUMJzyYAc4roD52qavX0nLIC.jpg,2023-07-26,Talk to Me,7.2,27,53
1047925,en,"In WWII, a squad of U.S. African-American soldiers are sent on a rescue mission behind enemy lines to locate their lost commanding officer and a downed fighter pilot.",https://image.tmdb.org/t/p/original/sERwJxz0sqsbcUoTm66l9pI6HcH.jpg,2023-05-19,Come Out Fighting,5.1,10752,18
645488,en,Amber Heard and Nicole Kidman discuss their characters Mera and Atlanna.,https://image.tmdb.org/t/p/original/pa7m8nqDrEi7hAGB5vTnCkGLPC2.jpg,2019-03-26,Aquaman: Heroines of Atlantis,6.1,99,
762079,fr,"Eva, an ex-dancer, is now living in a wheelchair, unable to walk. When her friend Sophie gives her an old wooden antique advent calendar before Christmas, she realizes each window contains a surprise that triggers repercussions in real life: some of them good, but most of them bad... Now Eva will have to choose between getting rid of the calendar or walking again… even if it causes death around her.",https://image.tmdb.org/t/p/original/psaYUHDotafhVNAE1pZN2GkRXJY.jpg,2021-12-01,The Advent Calendar,6.6,27,53
447365,en,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",https://image.tmdb.org/t/p/original/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,Guardians of the Galaxy Vol. 3,8.0,878,12
